STFIPS,STNAME,Date,Stay_at_home,Enforcement,FEMA,Num_Trips,Num_Work,Num_Non_Work,Num_Out_of_county,TPMT,ANum_Trips,ANum_Work,ANum_Non_Work,APMT,Cases,Sum_Cases,Adj_Cases,Adj_Sum_Cases,Week,Is_Weekend,Time_Index,Approval,Population,date,National_Cases
32,NV,2020-02-02,0,0,0,-18.564574179999997,1.904583686,-20.46915787,-18.225993719999998,-1405.7652369999998,-0.06118054,0.006276657,-0.067457197,-4.632774002,0.0,0.0,0.0,0.0,6,1,1,0.52,303.4392010923735,02/02/2020,0.0
33,NH,2020-02-02,0,0,0,9.970320681,0.005438599637,9.964882082,6.592257093999999,288.36748910000006,0.073502613,4.01e-05,0.073462518,2.125885867,0.0,0.0,0.0,0.0,6,1,1,0.62,135.64579916362976,02/02/2020,0.0
34,NJ,2020-02-02,0,0,0,34.49761845,3.9985783610000007,30.49904009,-32.53476643,-1123.692522,0.038724298,0.004488488,0.03423581,-1.261368355,0.0,0.0,0.0,0.0,6,1,1,0.45,890.8520033081039,02/02/2020,0.0
35,NM,2020-02-02,0,0,0,10.78715963,1.8088072490000002,8.978352383999999,-8.239296421,-437.70064169999995,0.051479505,0.008632161,0.042847344,-2.088836466,0.0,0.0,0.0,0.0,6,1,1,0.47,209.54280018815254,02/02/2020,0.0
36,NY,2020-02-02,0,0,0,102.5475836,11.267472900000001,91.28011073,-12.7974867,-2000.8723489999998,0.052474919,0.005765711,0.046709207999999995,-1.023872147,0.0,0.0,0.0,0.0,6,1,1,0.48,1954.2209031327898,02/02/2020,0.0
37,NC,2020-02-02,0,0,0,132.3929736,11.83962429,120.55334930000001,12.429421510000001,-601.9039425,0.127501751,0.011402213000000001,0.116099539,-0.579666766,0.0,0.0,0.0,0.0,6,1,1,0.48,1038.362003357899,02/02/2020,0.0
38,ND,2020-02-02,0,0,0,7.219140453,0.3669608354,6.852179617999999,-0.6779887050000001,-452.2224738,0.09497906699999999,0.0048279429999999995,0.090151124,-5.94969291,0.0,0.0,0.0,0.0,6,1,1,0.58,76.00770023356831,02/02/2020,0.0
39,OH,2020-02-02,0,0,0,262.404346,14.98483702,247.41950899999998,40.55052421,137.6412994,0.224479788,0.012819121000000001,0.211660667,0.117748392,0.0,0.0,0.0,0.0,6,1,1,0.48,1168.9441991098101,02/02/2020,0.0
40,OK(N),2020-02-02,0,0,0,89.92269122,6.757546340999999,83.16514486999999,20.213736360000002,327.2857725,0.228051965,0.01713774,0.21091422399999998,0.830025908,0.0,0.0,0.0,0.0,6,1,1,59.0,394.30789916675354,02/02/2020,0.0
41,OR,2020-02-02,0,0,0,11.427264169999999,1.84046334,9.586800834,-13.04773786,-598.0772437,0.027268067000000003,0.004391767,0.022876300000000002,-1.427149136,0.0,0.0,0.0,0.0,6,1,1,0.38,419.0712957394449,02/02/2020,0.0
